Name,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,EFF
Michael Jordan,78,39.3,32.6,12.7,25.7,49.5,1.0,2.9,35.2,6.1,7.3,83.7,1.7,5.0,6.7,5.5,2.8,0.8,2.7,31.6
Dominique Wilkins,71,37.3,29.9,10.4,22.3,46.8,1.7,4.5,38.0,7.3,8.8,82.8,2.6,4.2,6.8,3.2,1.0,0.4,2.6,25.2
Karl Malone,82,37.8,27.0,9.7,17.6,55.2,0.0,0.2,20.0,7.5,10.2,74.0,2.8,8.4,11.2,3.8,1.5,1.0,2.9,31.1
Hakeem Olajuwon,82,39.5,26.1,10.3,19.5,52.9,0.0,0.1,0.0,5.4,7.0,77.9,3.5,9.6,13.0,3.5,1.8,4.2,3.2,34.7
Charles Barkley,76,37.6,25.6,9.4,18.1,52.0,0.9,2.9,30.5,5.9,7.7,76.5,3.1,9.1,12.2,5.1,1.6,1.0,3.1,31.8
Patrick Ewing,81,37.1,24.2,9.6,19.1,50.3,0.0,0.1,14.3,4.9,6.9,71.9,2.4,9.7,12.1,1.9,0.9,2.0,3.3,26.3
Joe Dumars,77,40.2,23.5,8.8,18.9,46.6,1.5,3.9,37.5,4.5,5.2,86.4,0.8,1.1,1.9,4.0,1.0,0.1,1.8,17.9
Shaquille O'Neal,81,37.9,23.4,9.0,16.1,56.2,0.0,0.0,0.0,5.3,8.9,59.2,4.2,9.6,13.9,1.9,0.7,3.5,3.8,28.9
David Robinson,82,39.2,23.4,8.2,16.4,50.1,0.0,0.2,17.6,6.8,9.3,73.2,2.8,8.9,11.7,3.7,1.5,3.2,2.9,29.8
Danny Manning,79,34.9,22.8,8.9,17.5,50.9,0.1,0.4,26.7,4.9,6.1,80.2,2.5,4.1,6.6,2.6,1.4,1.3,2.9,21.9
Drazen Petrovic,70,38.0,22.3,8.4,16.2,51.8,1.1,2.4,44.9,4.5,5.2,87.0,0.6,2.1,2.7,3.5,1.3,0.2,2.9,18.7
Larry Johnson,82,40.5,22.1,8.9,16.9,52.6,0.2,0.9,25.4,4.1,5.3,76.7,3.4,7.1,10.5,4.3,0.6,0.3,2.8,25.9
Tim Hardaway,66,39.5,21.5,7.9,17.7,44.7,1.5,4.7,33.0,4.1,5.6,74.4,0.9,3.1,4.0,10.6,1.8,0.2,3.3,23.5
Reggie Miller,82,36.0,21.2,7.0,14.5,47.9,2.0,5.1,39.9,5.2,5.9,88.0,0.8,2.3,3.1,3.2,1.5,0.3,1.8,19.2
