Name,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,EFF
Jerry West,74,42.0,31.2,11.2,22.6,49.7,-,-,-,8.7,10.6,82.4,-,-,4.6,7.5,-,-,-,30.0
Kareem Abdul-Jabbar,82,43.1,28.8,11.4,22.1,51.8,-,-,-,5.9,9.1,65.3,-,-,14.5,4.1,-,-,-,33.6
Elvin Hayes,82,44.7,27.5,11.1,24.6,45.2,-,-,-,5.2,7.6,68.8,-,-,16.9,2.0,-,-,-,30.5
Billy Cunningham,81,39.4,26.1,9.9,21.1,46.9,-,-,-,6.3,8.6,72.9,-,-,13.6,4.3,-,-,-,30.5
Lou Hudson,80,38.6,25.4,10.4,19.6,53.1,-,-,-,4.6,5.6,82.4,-,-,4.7,3.5,-,-,-,23.3
Oscar Robertson,69,41.5,25.3,9.4,18.4,51.1,-,-,-,6.6,8.1,80.9,-,-,6.1,8.1,-,-,-,29.0
Connie Hawkins,81,40.9,24.6,8.8,17.9,49.0,-,-,-,7.1,9.1,77.9,-,-,10.4,4.8,-,-,-,28.8
Bob Rule,80,37.0,24.6,9.9,21.3,46.3,-,-,-,4.8,6.8,71.4,-,-,10.3,1.8,-,-,-,23.3
John Havlicek,81,41.6,24.2,9.1,19.6,46.4,-,-,-,6.0,7.1,84.4,-,-,7.8,6.8,-,-,-,27.2
Earl Monroe,82,37.2,23.4,8.5,19.0,44.6,-,-,-,6.5,7.8,83.0,-,-,3.1,4.9,-,-,-,19.6
Dave Bing,70,33.3,22.9,8.2,18.5,44.4,-,-,-,6.5,8.3,78.3,-,-,4.3,6.0,-,-,-,21.1
Tom Van Arsdale,71,35.8,22.8,8.7,19.4,45.1,-,-,-,5.4,6.9,77.4,-,-,6.5,2.2,-,-,-,19.3
Jeff Mullins,74,38.7,22.1,8.9,19.3,46.0,-,-,-,4.3,5.1,84.7,-,-,5.2,4.9,-,-,-,20.9
Hal Greer,80,37.8,22.0,8.8,19.4,45.5,-,-,-,4.4,5.4,81.5,-,-,4.7,5.1,-,-,-,20.2
Flynn Robinson,81,34.1,21.8,8.2,17.2,47.7,-,-,-,5.4,6.0,89.8,-,-,3.2,5.5,-,-,-,21.0
Willis Reed,81,38.1,21.7,8.7,17.1,50.7,-,-,-,4.3,5.7,75.6,-,-,13.9,2.0,-,-,-,27.7
Chet Walker,78,34.9,21.5,7.6,16.0,47.7,-,-,-,6.2,7.3,85.0,-,-,7.7,2.5,-,-,-,22.2
Dick Van Arsdale,77,38.5,21.3,7.7,15.1,50.8,-,-,-,6.0,7.5,79.8,-,-,3.4,4.4,-,-,-,20.2
Joe Caldwell,82,34.8,21.1,8.2,16.2,50.7,-,-,-,4.6,6.7,68.8,-,-,5.0,3.5,-,-,-,19.4
Bob Love,82,38.1,21.0,7.8,16.7,46.6,-,-,-,5.4,6.4,84.2,-,-,8.7,1.8,-,-,-,21.5
Walt Frazier,77,39.5,20.9,7.8,15.0,51.8,-,-,-,5.3,7.1,74.8,-,-,6.0,8.2,-,-,-,26.1
Jimmy Walker,81,35.4,20.8,8.2,17.2,47.8,-,-,-,4.4,5.4,80.7,-,-,3.0,3.1,-,-,-,16.8
Clem Haskins,82,39.2,20.3,8.1,18.1,45.0,-,-,-,4.0,5.2,78.3,-,-,4.6,7.6,-,-,-,21.5
Gail Goodrich,81,39.9,20.0,7.0,15.4,45.4,-,-,-,6.0,7.5,80.8,-,-,4.2,7.5,-,-,-,21.9
Jack Marin,82,35.9,19.7,8.1,16.6,48.9,-,-,-,3.5,4.1,84.4,-,-,6.5,2.6,-,-,-,19.8
Archie Clark,76,36.5,19.7,7.8,15.8,49.6,-,-,-,4.1,5.2,78.5,-,-,4.0,5.0,-,-,-,19.6
Lenny Wilkens,75,37.4,17.8,6.0,14.2,42.0,-,-,-,5.8,7.4,78.8,-,-,5.0,9.1,-,-,-,22.1
Jon McGlocklin,82,36.2,17.6,7.8,14.7,53.0,-,-,-,2.1,2.4,85.4,-,-,3.1,3.7,-,-,-,17.1
Gus Johnson,78,37.4,17.3,7.4,16.4,45.1,-,-,-,2.5,3.5,72.4,-,-,13.9,3.4,-,-,-,24.7
Connie Dierking,76,32.2,16.7,6.9,16.4,41.9,-,-,-,3.0,4.0,75.2,-,-,8.2,2.2,-,-,-,16.7
Wes Unseld,82,39.4,16.2,6.4,12.4,51.8,-,-,-,3.3,5.2,63.8,-,-,16.7,3.5,-,-,-,28.6
Joe Ellis,76,31.3,15.8,6.6,16.1,41.0,-,-,-,2.6,3.6,74.1,-,-,7.8,1.8,-,-,-,15.0
Johnny Green,78,29.2,15.6,6.2,11.0,55.9,-,-,-,3.3,5.5,59.2,-,-,10.8,1.4,-,-,-,20.7
Don Nelson,82,27.1,15.4,5.6,11.2,50.1,-,-,-,4.1,5.3,77.5,-,-,7.3,1.8,-,-,-,17.7
Walt Hazzard,82,33.6,15.3,6.0,12.9,46.7,-,-,-,3.3,4.0,80.9,-,-,4.0,6.8,-,-,-,18.5
Bob Boozer,82,31.1,15.2,6.0,12.3,49.1,-,-,-,3.2,3.9,82.2,-,-,8.7,1.3,-,-,-,18.4
Fred Foster,73,28.5,15.0,6.3,14.1,44.9,-,-,-,2.4,3.3,72.4,-,-,4.2,1.5,-,-,-,12.1
Dick Barnett,82,33.8,14.9,6.0,12.7,47.5,-,-,-,2.8,4.0,71.4,-,-,2.7,3.6,-,-,-,13.4
Jim Barnett,80,26.3,14.9,5.6,12.5,45.1,-,-,-,3.6,4.6,79.0,-,-,3.8,3.6,-,-,-,14.5
Bill Bridges,82,39.9,14.8,5.4,11.4,47.5,-,-,-,4.0,5.5,73.4,-,-,14.4,4.2,-,-,-,26.0
Ron Williams,80,30.4,14.8,5.7,13.1,43.2,-,-,-,3.5,4.2,82.2,-,-,2.4,5.3,-,-,-,14.3
Dave DeBusschere,79,33.3,14.6,6.2,13.7,45.1,-,-,-,2.2,3.2,68.8,-,-,10.0,2.5,-,-,-,18.5
John Block,82,26.2,14.5,5.5,12.5,44.2,-,-,-,3.5,4.5,78.2,-,-,7.4,1.7,-,-,-,15.7
Stu Lantz,82,30.1,14.5,5.5,12.5,44.3,-,-,-,3.4,4.4,77.0,-,-,3.1,3.5,-,-,-,13.1
Jim Davis,82,32.0,13.6,5.3,11.5,46.4,-,-,-,2.9,3.9,75.5,-,-,9.7,2.9,-,-,-,19.1
Darrall Imhoff,79,31.3,13.6,5.4,10.1,54.0,-,-,-,2.7,4.2,65.0,-,-,9.5,2.7,-,-,-,19.7
