Name,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,EFF
Pete Maravich,73,41.7,31.1,12.1,28.0,43.3,-,-,-,6.9,8.2,83.5,1.2,3.9,5.1,5.4,1.2,0.3,-,25.8
Billy Knight,78,40.0,26.6,10.7,21.6,49.3,-,-,-,5.3,6.5,81.6,2.9,4.6,7.5,3.3,1.5,0.2,-,27.0
Kareem Abdul-Jabbar,82,36.8,26.2,10.8,18.7,57.9,-,-,-,4.6,6.5,70.1,3.2,10.0,13.3,3.9,1.2,3.2,-,38.0
David Thompson,82,36.6,25.9,10.0,19.8,50.7,-,-,-,5.8,7.6,76.6,1.7,2.4,4.1,4.1,1.4,0.6,-,24.6
Bob Lanier,64,38.2,25.3,10.6,19.8,53.4,-,-,-,4.1,5.0,81.8,3.1,8.5,11.6,3.3,1.1,2.0,-,33.2
John Drew,74,36.3,24.2,9.3,19.1,48.7,-,-,-,5.6,7.8,71.4,3.8,5.3,9.1,1.8,1.4,0.4,-,24.8
Elvin Hayes,82,41.0,23.7,9.3,18.5,50.1,-,-,-,5.1,7.5,68.7,3.5,9.0,12.5,1.9,1.1,2.7,-,30.3
George Gervin,82,33.0,23.1,8.9,16.3,54.4,-,-,-,5.4,6.5,83.3,1.6,3.9,5.5,2.9,1.3,1.3,-,25.6
Dan Issel,79,31.7,22.3,8.4,16.2,51.5,-,-,-,5.6,7.1,79.7,2.7,6.1,8.8,2.2,1.2,0.4,-,25.6
Ron Boone,82,36.8,22.2,9.1,19.2,47.4,-,-,-,4.0,4.7,84.4,1.6,2.4,3.9,4.1,1.5,0.2,-,21.0
Larry Kenon,78,37.6,21.9,9.1,18.4,49.2,-,-,-,3.8,4.6,82.3,3.6,7.7,11.3,2.9,2.1,0.8,-,28.8
