Name,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,EFF
Allen Iverson,48,41.5,26.8,9.1,22.0,41.2,1.2,4.1,29.1,7.4,9.9,75.1,1.4,3.5,4.9,4.6,2.3,0.1,3.5,19.9
Shaquille O'Neal,49,34.8,26.3,10.4,18.1,57.6,0.0,0.0,0.0,5.5,10.2,54.0,3.8,6.9,10.7,2.3,0.7,1.7,2.5,26.9
Karl Malone,49,37.4,23.8,8.0,16.3,49.3,0.0,0.0,0.0,7.7,9.8,78.8,2.2,7.3,9.4,4.1,1.3,0.6,3.3,25.5
Shareef Abdur-Rahim,50,40.4,23.0,7.7,17.9,43.2,0.2,0.7,30.6,7.4,8.8,84.1,2.3,5.2,7.5,3.4,1.4,1.1,3.7,21.2
Keith Van Horn,42,37.5,21.8,7.7,17.9,42.8,0.4,1.3,30.2,6.1,7.1,85.9,2.7,5.8,8.5,1.5,1.0,1.3,3.2,19.8
Gary Payton,50,40.2,21.7,8.0,18.5,43.4,1.7,5.6,29.5,4.0,5.5,72.1,1.2,3.6,4.9,8.7,2.2,0.2,3.1,22.6
Tim Duncan,50,39.3,21.7,8.4,16.9,49.5,0.0,0.1,14.3,4.9,7.2,69.0,3.2,8.2,11.4,2.4,0.9,2.5,2.9,25.3
Stephon Marbury,49,38.7,21.3,7.7,18.0,42.8,1.3,4.0,33.5,4.5,5.7,79.9,0.8,2.1,2.9,8.9,1.2,0.2,3.3,19.7
Antonio McDyess,50,38.7,21.2,8.3,17.6,47.1,0.0,0.2,11.1,4.6,6.8,68.0,3.4,7.4,10.7,1.6,1.5,2.3,2.8,23.1
Grant Hill,50,37.0,21.1,7.7,16.0,47.9,0.0,0.3,0.0,5.7,7.6,75.2,1.3,5.8,7.1,6.0,1.6,0.5,3.7,22.4
Kevin Garnett,47,37.9,20.8,8.8,19.1,46.0,0.1,0.3,28.6,3.1,4.4,70.4,3.5,6.9,10.4,4.3,1.7,1.8,2.9,24.4
Shawn Kemp,42,35.1,20.5,6.6,13.7,48.2,0.0,0.0,50.0,7.3,9.3,78.9,3.1,6.1,9.2,2.4,1.1,1.1,3.0,22.3
Michael Finley,50,41.0,20.2,7.8,17.5,44.4,0.9,2.7,33.1,3.7,4.5,82.3,1.4,3.9,5.3,4.4,1.3,0.3,2.1,18.7
Alonzo Mourning,46,38.1,20.1,7.0,13.8,51.1,0.0,0.0,0.0,6.0,9.2,65.2,3.6,7.4,11.0,1.6,0.7,3.9,3.0,24.4
Kobe Bryant,50,37.9,19.9,7.2,15.6,46.5,0.5,2.0,26.7,4.9,5.8,83.9,1.1,4.2,5.3,3.8,1.4,1.0,3.1,19.0
Mitch Richmond,50,38.2,19.7,6.6,16.1,41.2,1.4,4.4,31.7,5.0,5.9,85.7,0.6,2.8,3.4,2.4,1.3,0.2,2.7,14.0
Hakeem Olajuwon,50,35.7,18.9,7.5,14.5,51.4,0.1,0.3,30.8,3.9,5.4,71.7,2.1,7.4,9.6,1.8,1.6,2.5,2.8,23.0
Toni Kukoc,44,37.6,18.8,7.2,17.0,42.0,0.9,3.1,28.5,3.6,4.9,74.0,1.5,5.6,7.0,5.3,1.1,0.3,2.8,18.7
Glenn Robinson,47,33.6,18.4,7.4,16.1,45.9,0.7,1.7,39.2,3.0,3.4,87.0,1.6,4.3,5.9,2.1,1.0,0.9,2.3,16.9
Reggie Miller,50,35.7,18.4,5.9,13.4,43.8,2.1,5.5,38.5,4.5,4.9,91.5,0.5,2.2,2.7,2.2,0.7,0.2,1.5,14.8
Vince Carter,50,35.2,18.3,6.9,15.3,45.0,0.4,1.3,28.8,4.1,5.4,76.1,1.9,3.8,5.7,3.0,1.1,1.5,2.2,17.6
Tim Hardaway,48,36.9,17.4,6.3,15.7,40.0,2.3,6.5,36.0,2.5,3.1,81.2,0.3,2.9,3.2,7.3,1.2,0.1,2.7,16.5
Ray Allen,50,34.4,17.1,6.1,13.5,45.0,1.5,4.2,35.6,3.5,3.9,90.3,1.1,3.1,4.2,3.6,1.1,0.1,2.4,15.9
Tom Gugliotta,43,36.3,17.0,6.4,13.3,48.3,0.0,0.2,28.6,4.0,5.1,79.4,3.0,5.8,8.9,2.8,1.4,0.5,2.0,20.5
Jason Kidd,50,41.2,16.9,6.2,14.0,44.4,0.9,2.5,36.6,3.6,4.8,75.7,1.7,5.0,6.8,10.8,2.3,0.4,3.0,25.2
Maurice Taylor,46,32.7,16.8,6.8,14.7,46.1,0.0,0.1,16.7,3.3,4.5,72.8,2.2,3.1,5.3,1.5,0.3,0.6,2.6,12.8
Nick Van Exel,50,36.0,16.5,6.1,15.4,39.8,1.4,4.7,30.8,2.8,3.5,81.1,0.3,2.0,2.3,7.4,0.8,0.1,2.4,14.7
