Name,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,EFF
Jerry West,14,44.2,34.2,13.2,25.5,51.8,-,-,-,7.8,8.9,87.2,-,-,6.3,5.6,-,-,-,32.7
Oscar Robertson,5,44.8,31.8,9.8,24.0,40.8,-,-,-,12.2,13.6,89.7,-,-,7.6,7.8,-,-,-,31.6
Wilt Chamberlain,5,48.0,28.0,11.2,22.0,50.9,-,-,-,5.6,13.6,41.2,-,-,30.2,3.0,-,-,-,42.4
Elgin Baylor,14,41.9,26.8,10.4,23.4,44.2,-,-,-,6.1,7.5,81.0,-,-,14.1,3.7,-,-,-,30.1
Don Ohl,3,37.0,26.7,11.3,22.3,50.7,-,-,-,4.0,5.3,75.0,-,-,4.7,2.7,-,-,-,21.7
Sam Jones,17,35.4,24.8,9.1,20.2,44.9,-,-,-,6.7,8.0,83.8,-,-,5.1,3.1,-,-,-,20.6
John Havlicek,17,42.3,23.6,9.0,22.0,40.9,-,-,-,5.6,6.6,84.1,-,-,9.1,4.1,-,-,-,22.7
Jerry Lucas,5,46.2,21.4,8.0,17.0,47.1,-,-,-,5.4,7.0,77.1,-,-,20.2,2.8,-,-,-,33.8
Richie Guerin,10,39.9,20.6,7.2,15.9,45.3,-,-,-,6.2,7.6,81.6,-,-,3.7,7.9,-,-,-,22.1
Bill Bridges,10,42.1,20.3,8.6,17.0,50.6,-,-,-,3.1,4.3,72.1,-,-,14.9,2.8,-,-,-,28.4
Bill Russell,17,47.9,19.1,7.3,15.4,47.5,-,-,-,4.5,7.2,61.8,-,-,25.2,5.0,-,-,-,38.4
Zelmo Beaty,10,41.8,19.0,7.3,14.8,49.3,-,-,-,4.4,5.8,75.9,-,-,13.1,2.2,-,-,-,25.4
Bailey Howell,3,31.3,18.0,7.7,16.7,46.0,-,-,-,2.7,3.7,72.7,-,-,10.0,0.7,-,-,-,18.7
Lenny Wilkens,10,39.1,17.1,5.7,14.3,39.9,-,-,-,5.7,8.3,68.7,-,-,5.4,7.0,-,-,-,18.3
Hal Greer,5,45.2,16.4,6.4,18.2,35.2,-,-,-,3.6,4.6,78.3,-,-,7.2,4.2,-,-,-,15.0
Happy Hairston,5,30.0,15.4,5.0,12.4,40.3,-,-,-,5.4,7.6,71.1,-,-,7.4,0.0,-,-,-,13.2
Chet Walker,5,36.2,14.6,4.8,12.8,37.5,-,-,-,5.0,6.2,80.6,-,-,7.4,3.0,-,-,-,15.8
Thomas Sanders,17,29.4,13.5,5.7,11.8,48.3,-,-,-,2.1,2.8,75.0,-,-,6.5,1.6,-,-,-,14.8
Larry Siegfried,17,26.6,13.2,4.8,11.4,42.0,-,-,-,3.6,4.4,82.7,-,-,2.5,2.4,-,-,-,10.7
Adrian Smith,5,31.4,13.0,4.4,11.8,37.3,-,-,-,4.2,4.4,95.5,-,-,2.4,2.6,-,-,-,10.4
Wali Jones,5,31.2,13.0,5.0,15.4,32.5,-,-,-,3.0,4.4,68.2,-,-,3.0,3.6,-,-,-,7.8
Lucious Jackson,5,32.6,12.0,4.2,9.8,42.9,-,-,-,3.6,4.4,81.8,-,-,8.8,1.6,-,-,-,16.0
Rudy LaRusso,14,28.4,11.9,4.1,8.9,46.0,-,-,-,3.8,4.8,79.1,-,-,7.1,1.9,-,-,-,15.1
Walt Hazzard,14,24.3,11.9,5.0,10.1,49.3,-,-,-,1.9,3.0,61.9,-,-,2.9,3.1,-,-,-,11.6
Cliff Hagan,10,20.0,11.3,4.4,9.7,45.4,-,-,-,2.5,2.7,92.6,-,-,3.4,1.8,-,-,-,11.0
Bob Ferry,3,27.3,10.3,3.7,6.7,55.0,-,-,-,3.0,4.3,69.2,-,-,8.3,1.0,-,-,-,15.3
Leroy Ellis,14,30.4,9.8,4.0,9.9,40.6,-,-,-,1.8,2.8,64.1,-,-,9.5,0.6,-,-,-,13.0
Al Bianchi,5,12.8,9.0,3.6,8.6,41.9,-,-,-,1.8,2.4,75.0,-,-,2.0,0.8,-,-,-,6.2
Don Nelson,17,18.6,8.4,2.9,6.9,42.4,-,-,-,2.5,3.1,80.8,-,-,5.0,0.8,-,-,-,9.5
Wayne Embry,5,27.8,7.8,3.2,7.6,42.1,-,-,-,1.4,2.4,58.3,-,-,6.8,0.4,-,-,-,9.6
K.C. Jones,17,31.9,7.6,2.6,6.4,41.3,-,-,-,2.3,3.4,68.4,-,-,3.1,4.4,-,-,-,10.2
Jim King,13,22.1,6.3,2.7,6.5,41.7,-,-,-,0.9,1.3,70.6,-,-,2.5,2.4,-,-,-,7.1
Dave Gambee,5,16.4,6.0,2.2,5.8,37.9,-,-,-,1.6,2.2,72.7,-,-,2.8,0.8,-,-,-,5.4
Tom Hawkins,5,21.8,4.6,2.2,4.8,45.8,-,-,-,0.2,1.2,16.7,-,-,4.4,0.2,-,-,-,5.6
Kevin Loughery,3,9.0,3.0,1.0,2.3,42.9,-,-,-,1.0,2.0,50.0,-,-,0.3,0.3,-,-,-,1.3
Darrall Imhoff,14,17.4,2.9,1.0,2.9,35.0,-,-,-,0.9,1.3,72.2,-,-,5.8,2.1,-,-,-,8.6
Johnny Kerr,3,16.3,1.7,0.7,3.7,18.2,-,-,-,0.3,0.7,50.0,-,-,5.7,1.3,-,-,-,5.3
Gerry Ward,5,8.8,0.8,0.4,1.6,25.0,-,-,-,0.0,0.2,0.0,-,-,1.0,0.2,-,-,-,0.6
