Name,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,EFF
Shaquille O'Neal,23,43.5,30.7,12.4,22.0,56.6,0.0,0.0,0.0,5.9,12.9,45.6,5.2,10.3,15.4,3.1,0.6,2.4,2.4,33.3
Karl Malone,10,38.6,27.2,10.3,19.8,52.0,0.2,0.2,100,6.4,7.9,81.0,1.9,7.0,8.9,3.1,0.7,0.7,2.7,26.9
Allen Iverson,10,44.4,26.2,9.1,23.7,38.4,1.2,3.9,30.8,6.8,9.2,73.9,1.4,2.6,4.0,4.5,1.2,0.1,3.2,15.8
Gary Payton,5,44.2,25.8,10.0,22.6,44.2,1.8,4.6,39.1,4.0,5.2,76.9,1.6,6.0,7.6,7.4,1.8,0.2,3.6,25.4
Jerry Stackhouse,3,40.0,24.7,8.0,19.7,40.7,1.0,2.3,42.9,7.7,10.3,74.2,0.3,3.7,4.0,3.3,0.7,0.0,4.7,13.7
Chris Webber,5,39.2,24.4,9.4,22.0,42.7,0.2,1.0,20.0,5.4,6.8,79.4,2.8,6.8,9.6,5.4,1.6,2.0,1.6,27.4
Reggie Miller,22,40.5,24.0,7.9,17.5,45.2,2.6,6.7,39.5,5.5,5.9,93.8,0.4,2.0,2.4,2.7,1.0,0.5,1.3,19.4
David Robinson,4,38.8,23.5,7.8,20.8,37.3,0.0,0.3,0.0,8.0,10.5,76.2,4.3,9.5,13.8,2.5,1.8,3.0,2.0,27.0
Ray Allen,5,37.2,22.0,8.0,18.0,44.4,2.0,5.2,38.5,4.0,4.4,90.9,2.0,4.6,6.6,2.6,1.6,0.0,1.8,20.6
Alonzo Mourning,10,37.6,21.6,7.6,15.7,48.4,0.0,0.1,0.0,6.4,9.6,66.7,3.1,6.9,10.0,1.4,0.2,3.3,2.4,22.8
Kobe Bryant,22,39.0,21.1,7.9,17.9,44.2,1.0,2.9,34.4,4.3,5.7,75.4,1.2,3.3,4.5,4.4,1.5,1.5,2.5,19.0
Jalen Rose,23,41.9,20.8,7.4,17.0,43.7,1.3,3.0,42.9,4.7,5.8,80.5,0.4,4.0,4.4,3.4,0.7,0.5,2.2,16.9
Anfernee Hardaway,9,42.9,20.3,7.4,16.1,46.2,0.6,2.1,26.3,4.9,6.9,71.0,1.6,3.3,4.9,5.7,1.6,1.0,2.8,20.0
Derrick Coleman,4,42.3,20.3,6.8,14.3,47.4,1.3,4.0,31.3,5.5,7.0,78.6,2.5,10.0,12.5,3.5,0.8,3.0,3.3,27.8
Terrell Brandon,4,40.5,19.5,8.0,15.8,50.8,1.0,2.8,36.4,2.5,2.8,90.9,1.0,4.8,5.8,8.5,0.8,0.0,2.0,24.5
Vince Carter,3,39.7,19.3,5.0,16.7,30.0,0.3,3.3,10.0,9.0,10.3,87.1,3.0,3.0,6.0,6.3,1.0,1.3,2.7,18.3
Kevin Garnett,4,42.8,18.8,7.5,19.5,38.5,0.5,0.8,66.7,3.3,4.0,81.3,3.3,7.5,10.8,8.8,1.3,0.8,2.8,24.8
Latrell Sprewell,16,43.8,18.7,6.9,16.6,41.4,0.6,1.9,33.3,4.3,5.5,78.4,0.8,3.6,4.4,3.6,1.1,0.3,2.3,14.9
Rasheed Wallace,16,37.8,17.9,6.9,14.1,48.9,0.5,0.8,61.5,3.6,4.7,77.3,1.9,4.5,6.4,1.8,0.9,1.3,1.4,18.6
Allan Houston,16,40.9,17.6,6.4,14.7,43.8,1.2,2.4,50.0,3.5,4.1,86.2,0.2,3.1,3.3,1.6,1.2,0.2,2.3,12.8
Clifford Robinson,9,37.0,17.6,6.2,16.1,38.6,1.4,4.4,32.5,3.7,5.0,73.3,2.0,4.0,6.0,2.1,1.2,0.8,2.0,14.4
Jamal Mashburn,10,42.3,17.5,6.3,15.7,40.1,1.3,3.3,39.4,3.6,4.2,85.7,0.9,3.7,4.6,3.2,1.1,0.2,2.4,14.2
