Name,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,EFF
LeBron James,13,40.8,33.4,12.4,22.9,54.0,1.5,5.2,29.4,7.1,9.7,73.0,1.3,7.9,9.2,9.2,1.3,1.1,3.6,37.5
Anthony Davis,9,39.8,30.1,11.8,22.7,52.0,0.7,2.4,27.3,5.9,7.1,82.8,2.7,10.8,13.4,1.7,2.0,2.3,2.6,34.9
Kevin Durant,12,37.0,29.6,10.8,21.3,50.4,2.1,6.8,30.9,6.0,6.6,91.1,0.5,6.7,7.2,4.3,0.8,0.9,2.8,28.8
James Harden,12,35.2,29.4,9.4,22.4,42.0,3.4,10.0,34.2,7.2,8.1,88.7,0.8,4.6,5.3,7.0,2.1,0.6,3.3,27.3
Russell Westbrook,6,39.2,29.3,10.7,26.8,39.8,2.5,7.0,35.7,5.5,6.7,82.5,1.8,10.2,12.0,7.5,1.5,0.0,5.2,27.8
John Wall,6,39.0,26.0,9.3,21.2,44.1,0.7,3.5,19.0,6.7,7.8,85.1,0.5,5.2,5.7,11.5,2.3,1.3,4.5,29.3
Giannis Antetokounmpo,7,40.0,25.7,9.9,17.3,57.0,0.6,2.0,28.6,5.4,7.9,69.1,1.1,8.4,9.6,6.3,1.4,0.9,2.4,31.6
CJ McCollum,4,38.8,25.3,10.0,19.3,51.9,2.8,6.5,42.3,2.5,3.3,76.9,0.0,2.0,2.0,3.5,1.3,0.3,2.3,20.0
Khris Middleton,7,39.3,24.7,9.6,16.0,59.8,3.6,5.9,61.0,2.0,2.7,73.7,0.1,5.0,5.1,3.1,0.9,0.7,2.3,25.1
Paul George,6,41.8,24.7,8.2,20.0,40.8,3.2,8.7,36.5,5.2,6.0,86.1,0.7,5.3,6.0,2.7,1.3,0.7,4.0,18.7
Donovan Mitchell,11,37.4,24.4,9.3,22.1,42.0,2.3,7.3,31.3,3.5,3.9,90.7,0.8,5.1,5.9,4.2,1.5,0.4,2.9,20.2
Jrue Holiday,9,38.7,23.7,9.8,18.9,51.8,1.8,5.6,32.0,2.3,3.3,70.0,1.0,4.7,5.7,6.3,1.1,0.6,2.6,24.7
LaMarcus Aldridge,5,35.2,23.6,7.4,16.0,46.3,0.6,1.0,60.0,8.2,8.4,97.6,2.6,6.6,9.2,2.4,0.6,0.4,1.8,25.6
Bradley Beal,6,36.0,23.2,8.2,18.0,45.4,3.5,7.5,46.7,3.3,3.8,87.0,0.3,3.0,3.3,2.8,1.2,0.3,2.5,18.0
Victor Oladipo,7,37.3,22.7,7.6,18.1,41.7,3.3,8.1,40.4,4.3,5.9,73.2,0.4,7.9,8.3,6.0,2.4,0.4,3.4,24.3
DeMar DeRozan,10,35.4,22.7,8.7,19.9,43.7,1.0,3.5,28.6,4.3,5.3,81.1,0.6,3.0,3.6,4.0,0.5,0.6,2.3,16.9
Chris Paul,12,33.8,21.4,8.1,16.8,48.0,2.2,6.1,35.6,3.1,3.6,86.0,0.5,5.3,5.8,6.1,2.1,0.2,1.9,24.4
Joel Embiid,8,34.8,21.4,7.5,17.3,43.5,1.0,3.6,27.6,5.4,7.6,70.5,2.9,9.8,12.6,3.0,0.9,1.8,3.6,24.0
Klay Thompson,12,38.3,20.7,8.0,17.9,44.7,3.0,7.8,38.7,1.7,1.7,100,0.6,3.8,4.4,2.3,0.6,0.3,1.3,17.0
Goran Dragic,5,31.2,18.6,7.0,15.0,46.7,1.6,4.2,38.1,3.0,4.4,68.2,0.6,2.0,2.6,4.6,1.0,0.0,3.0,14.4
Damian Lillard,4,40.5,18.5,6.3,17.8,35.2,2.3,7.5,30.0,3.8,4.3,88.2,0.8,3.8,4.5,4.8,1.3,0.0,4.0,13.0
JJ Redick,10,34.2,18.2,6.0,13.5,44.4,2.6,7.5,34.7,3.6,4.2,85.7,0.3,1.2,1.5,2.6,0.8,0.1,1.1,14.0
Jayson Tatum,14,35.1,18.1,6.4,13.8,46.1,1.2,3.8,32.1,4.1,4.9,84.1,0.6,3.9,4.5,3.1,1.2,0.5,2.1,17.0
Jaylen Brown,13,31.9,17.8,7.0,14.2,49.5,2.5,6.0,42.3,1.3,2.4,54.8,0.9,4.2,5.2,1.5,0.8,0.6,1.3,16.4
Terry Rozier,14,37.0,17.4,5.9,13.9,42.3,2.9,7.6,37.4,2.9,3.4,83.3,0.6,5.0,5.6,5.6,1.0,0.4,1.3,20.2
Kyle Lowry,10,36.1,17.4,6.0,11.8,50.8,2.8,6.3,44.4,2.6,3.2,81.3,0.2,4.1,4.3,8.5,1.5,0.0,3.1,22.2
Al-Farouq Aminu,4,32.8,17.3,6.8,13.0,51.9,3.3,7.5,43.3,0.5,0.5,100,3.0,6.0,9.0,1.3,1.0,0.5,1.5,21.3
Dario Saric,10,32.9,17.2,5.9,14.0,42.1,2.0,5.2,38.5,3.4,4.0,85.0,3.2,4.1,7.3,3.5,1.0,0.4,1.5,19.2
Al Horford,14,35.4,17.1,6.5,11.3,57.6,0.9,2.4,36.4,3.2,4.0,80.4,1.9,6.5,8.4,3.6,1.1,1.4,1.9,24.1
Dwyane Wade,5,25.4,16.6,6.2,14.0,44.3,0.0,0.8,0.0,4.2,5.2,80.8,0.6,3.6,4.2,3.6,1.4,0.2,2.2,15.0
Ben Simmons,10,36.9,16.3,6.1,12.5,48.8,0.0,0.1,0.0,4.1,5.8,70.7,1.6,7.8,9.4,7.7,1.7,0.8,4.4,23.4
Andrew Wiggins,5,32.8,15.8,6.0,13.6,44.1,1.4,4.2,33.3,2.4,4.0,60.0,1.0,4.2,5.2,2.0,0.4,0.4,1.8,12.8
Jimmy Butler,5,34.0,15.8,5.6,12.6,44.4,1.6,3.4,47.1,3.0,3.6,83.3,0.6,5.4,6.0,4.0,0.8,0.2,1.0,18.2
Kevin Love,13,33.3,15.5,5.4,13.4,40.2,1.8,4.8,37.1,2.9,3.2,90.5,2.2,8.1,10.3,1.4,0.6,0.5,1.8,18.1
Karl-Anthony Towns,5,34.0,15.2,5.6,12.0,46.7,0.6,2.2,27.3,3.4,4.6,73.9,3.0,10.4,13.4,2.2,0.4,1.0,2.4,22.2
Nikola Mirotic,9,35.6,15.0,5.4,11.3,48.0,2.4,5.7,43.1,1.7,2.1,78.9,1.0,8.6,9.6,1.7,1.1,1.3,1.1,21.2
Jonas Valanciunas,10,24.4,14.6,5.8,10.7,54.2,0.2,0.5,40.0,2.8,3.4,82.4,3.0,7.5,10.5,1.2,0.4,1.5,1.9,20.8
Joe Ingles,11,34.7,14.5,5.2,11.0,47.1,3.2,7.0,45.5,1.0,1.5,64.7,0.5,3.9,4.4,3.4,0.5,0.2,2.4,14.3
Eric Gordon,12,31.1,14.3,4.5,12.1,37.2,2.6,7.2,36.0,2.7,3.1,86.5,0.6,2.2,2.8,1.6,0.6,0.4,1.2,10.4
Derrick Rose,5,23.8,14.2,5.8,11.4,50.9,1.4,2.0,70.0,1.2,1.4,85.7,0.2,1.6,1.8,2.6,0.4,0.0,1.6,11.6
Eric Bledsoe,7,32.1,13.6,5.3,12.0,44.0,1.0,3.1,31.8,2.0,2.9,70.0,0.4,3.1,3.6,3.7,1.0,0.9,2.1,13.0
Clint Capela,12,31.8,13.4,6.0,9.3,64.9,0.0,0.0,0.0,1.4,2.9,48.6,3.8,7.8,11.5,1.7,0.9,2.5,0.8,24.5
Patty Mills,5,33.0,13.4,5.0,11.4,43.9,2.6,7.0,37.1,0.8,1.0,80.0,0.4,1.6,2.0,2.6,0.6,0.2,1.8,10.4
Rudy Gobert,11,34.8,13.2,5.0,7.6,65.5,0.0,0.0,0.0,3.2,5.3,60.3,3.9,6.8,10.7,1.0,0.9,2.3,1.9,21.5
Jeff Teague,5,30.6,13.0,4.6,10.2,45.1,1.4,3.6,38.9,2.4,3.4,70.6,0.6,3.0,3.6,5.8,0.6,0.4,2.8,14.0
Marco Belinelli,10,27.3,12.9,4.3,10.6,40.6,1.6,4.6,34.8,2.7,3.1,87.1,0.1,2.0,2.1,2.0,0.7,0.0,0.4,10.6
Marcus Morris,14,29.4,12.9,4.5,12.1,37.1,1.5,3.7,40.4,2.4,3.2,73.3,0.8,4.6,5.4,1.2,0.3,0.4,0.9,10.6
Kelly Olynyk,5,29.2,12.8,4.2,8.8,47.7,1.6,3.8,42.1,2.8,4.0,70.0,1.4,3.2,4.6,3.8,1.4,1.2,1.6,16.4
Bojan Bogdanovic,7,34.0,12.4,4.6,11.6,39.5,2.4,6.4,37.8,0.9,1.4,60.0,0.1,3.3,3.4,1.9,0.9,0.0,1.9,9.1
Domantas Sabonis,7,23.7,12.4,5.1,8.9,58.1,0.1,1.0,14.3,2.0,2.6,77.8,2.0,2.6,4.6,0.7,0.1,0.3,1.0,12.9
Myles Turner,7,28.0,12.4,4.7,7.7,61.1,0.9,1.9,46.2,2.1,2.7,78.9,0.9,4.3,5.1,0.6,0.3,0.6,1.6,13.9
James Johnson,5,32.2,12.4,4.6,8.4,54.8,1.4,2.6,53.8,1.8,2.8,64.3,0.6,5.4,6.0,4.8,1.2,1.2,2.0,18.8
Rudy Gay,5,32.0,12.2,5.2,13.0,40.0,0.8,3.6,22.2,1.0,1.8,55.6,1.8,3.8,5.6,2.2,1.6,0.2,1.2,12.0
Carmelo Anthony,6,32.3,11.8,4.5,12.0,37.5,1.0,4.7,21.4,1.8,2.5,73.3,0.5,5.2,5.7,0.3,1.7,0.7,1.0,11.0
Draymond Green,12,37.3,11.8,4.2,10.1,41.3,1.3,4.3,31.4,2.2,2.8,78.8,2.3,8.6,10.8,8.8,1.9,1.4,3.2,25.1
