Name,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,EFF
Michael Jordan,18,40.7,30.7,10.4,22.6,45.9,1.4,3.4,40.3,8.5,10.4,81.8,1.7,3.2,4.9,4.1,1.8,0.3,2.3,25.4
Karl Malone,18,40.3,26.5,10.4,22.3,46.9,0.0,0.2,0.0,5.6,9.8,57.4,2.6,7.7,10.3,4.4,1.9,0.6,2.5,25.2
Shaquille O'Neal,12,38.3,25.8,10.9,18.0,60.6,0.0,0.0,0.0,4.0,10.2,39.3,4.1,5.9,10.0,4.6,0.8,1.3,3.7,25.5
Charles Barkley,4,41.0,25.5,7.8,17.5,44.3,0.8,3.0,25.0,9.3,11.8,78.7,4.5,9.0,13.5,3.8,1.0,1.0,1.5,31.0
Allan Houston,3,45.3,25.0,8.3,19.3,43.1,2.3,7.0,33.3,6.0,6.7,90.0,0.3,2.3,2.7,2.0,0.0,0.3,3.7,14.7
Arvydas Sabonis,5,35.4,23.6,7.0,16.2,43.2,1.0,1.8,55.6,8.6,12.0,71.7,2.4,7.8,10.2,1.8,0.8,0.6,2.0,22.4
David Robinson,10,35.3,23.6,8.3,16.1,51.6,0.0,0.0,0.0,7.0,10.5,66.7,3.7,6.4,10.1,2.4,1.5,2.5,2.4,26.4
Anfernee Hardaway,12,39.4,23.3,8.4,18.1,46.5,1.7,4.6,36.4,4.8,6.5,74.4,1.7,3.0,4.7,6.0,1.7,0.3,2.2,22.5
Hakeem Olajuwon,8,41.1,22.4,9.4,18.4,51.0,0.0,0.1,0.0,3.6,5.0,72.5,2.1,7.0,9.1,3.9,1.9,2.1,3.6,25.4
Steven Smith,10,42.1,21.7,7.5,17.1,43.9,2.5,6.1,41.0,4.2,5.2,80.8,1.5,2.6,4.1,3.2,1.3,1.3,1.6,19.4
Patrick Ewing,8,41.0,21.5,8.1,17.1,47.4,0.1,0.3,50.0,5.1,7.9,65.1,1.4,9.3,10.6,1.9,0.1,3.1,3.8,21.8
Mitch Richmond,4,36.5,21.0,6.0,13.5,44.4,2.0,5.8,34.8,7.0,8.8,80.0,0.8,3.5,4.3,3.0,0.8,0.0,3.8,16.0
Shawn Kemp,20,36.0,20.9,7.4,12.9,57.0,0.0,0.2,0.0,6.2,7.8,79.5,3.3,7.1,10.4,1.5,1.2,2.0,4.0,24.9
Gary Payton,21,43.4,20.7,7.7,15.9,48.5,2.0,4.8,41.0,3.3,5.2,63.3,0.9,4.2,5.1,6.8,1.8,0.3,3.0,21.7
Rod Strickland,5,40.4,20.6,7.4,16.8,44.0,1.2,2.4,50.0,4.6,7.2,63.9,2.4,3.8,6.2,8.4,1.0,0.0,2.4,21.8
Terrell Brandon,3,41.7,19.3,7.0,15.7,44.7,1.0,3.0,33.3,4.3,5.0,86.7,0.3,2.7,3.0,8.0,1.3,0.3,3.7,19.0
Cedric Ceballos,4,35.5,19.0,7.5,15.5,48.4,1.3,4.0,31.3,2.8,3.0,91.7,2.8,5.5,8.3,1.3,1.0,0.3,2.0,19.5
Grant Hill,3,38.3,19.0,7.3,13.0,56.4,0.3,0.7,50.0,4.0,4.7,85.7,1.3,6.0,7.3,3.7,1.0,0.0,2.7,22.0
Rik Smits,5,33.2,19.0,8.4,15.4,54.5,0.0,0.0,0.0,2.2,2.8,78.6,2.6,4.8,7.4,1.6,0.4,0.4,2.8,18.4
Alonzo Mourning,3,30.7,18.0,5.7,11.7,48.6,0.0,0.0,0.0,6.7,9.3,71.4,1.0,5.0,6.0,1.3,0.7,1.0,5.3,13.0
Tim Hardaway,3,36.7,17.7,6.7,14.3,46.5,2.7,7.3,36.4,1.7,2.3,71.4,0.3,1.3,1.7,5.7,1.0,0.0,5.0,12.7
Jeff Hornacek,18,35.8,17.5,5.8,11.5,50.2,1.9,3.2,58.6,4.1,4.6,89.0,1.2,2.4,3.6,3.3,1.1,0.2,1.5,17.9
Eddie Jones,4,38.8,17.3,6.8,12.3,55.1,2.5,4.8,52.6,1.3,2.0,62.5,1.8,3.5,5.3,1.5,2.0,0.3,1.0,19.0
Kevin Johnson,4,37.8,17.3,6.8,14.3,47.4,0.3,1.0,25.0,3.5,4.3,82.4,0.5,3.8,4.3,10.8,0.5,0.5,2.8,22.3
Mookie Blaylock,10,42.6,17.1,6.1,14.5,42.1,3.3,8.4,39.3,1.6,2.4,66.7,1.3,3.0,4.3,6.4,2.2,0.8,2.9,18.7
Scottie Pippen,18,41.2,16.9,6.2,15.9,39.0,1.7,5.8,28.6,2.8,4.4,63.8,3.4,5.1,8.5,5.9,2.6,0.9,2.3,21.3
Dan Majerle,3,30.3,16.7,5.3,12.0,44.4,3.3,7.7,43.5,2.7,3.0,88.9,0.7,3.3,4.0,3.0,1.3,0.7,1.0,17.7
Clyde Drexler,8,36.5,16.6,6.1,14.8,41.5,1.1,4.3,26.5,3.3,4.3,76.5,1.9,5.9,7.8,5.0,2.6,0.5,2.5,20.4
Detlef Schrempf,21,37.6,16.0,5.9,12.3,47.5,1.0,2.7,36.8,3.3,4.4,75.0,0.9,4.1,5.0,3.2,0.7,0.2,3.2,14.3
John Starks,8,39.3,16.0,4.9,10.9,44.8,2.6,5.6,46.7,3.6,4.9,74.4,0.4,3.3,3.6,4.1,1.6,0.1,3.1,15.1
Christian Laettner,10,33.4,15.7,5.9,12.2,48.4,0.1,0.3,33.3,3.8,5.4,70.4,2.7,4.2,6.9,1.5,1.2,1.0,2.1,16.3
Sean Elliott,10,38.9,15.5,4.7,11.7,40.2,1.0,3.4,29.4,5.1,6.4,79.7,1.1,2.8,3.9,2.5,1.1,0.4,3.0,12.1
Magic Johnson,4,33.8,15.3,3.8,9.8,38.5,0.8,2.3,33.3,7.0,8.3,84.8,2.0,6.5,8.5,6.5,0.0,0.0,3.0,20.0
Clifford Robinson,5,36.2,15.2,4.2,12.2,34.4,1.2,4.6,26.1,5.6,7.4,75.7,0.8,2.8,3.6,1.6,1.4,1.0,3.2,9.8
Vinny Del Negro,10,37.9,14.3,5.7,12.4,46.0,1.6,2.7,59.3,1.3,1.9,68.4,0.4,2.2,2.6,2.9,1.3,0.3,0.6,13.5
