Name,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,EFF
LeBron James,14,41.4,35.3,11.4,22.3,51.0,1.9,5.8,33.3,10.6,14.2,74.9,1.4,7.8,9.1,7.3,1.6,0.9,2.7,37.0
Kobe Bryant,23,40.9,30.2,10.5,23.0,45.7,1.6,4.6,34.9,7.6,8.6,88.3,0.8,4.5,5.3,5.5,1.7,0.9,2.6,27.5
Dwyane Wade,7,40.7,29.1,9.7,22.1,43.9,2.6,7.1,36.0,7.1,8.3,86.2,0.6,4.4,5.0,5.3,0.9,1.6,3.6,24.7
Tony Parker,5,36.2,28.6,11.8,21.6,54.6,0.6,2.8,21.4,4.4,6.2,71.0,0.2,4.0,4.2,6.8,1.2,0.2,4.2,25.2
Carmelo Anthony,16,38.3,27.2,9.1,20.1,45.3,1.5,4.1,36.4,7.4,9.0,82.6,1.6,4.2,5.8,4.1,1.8,0.6,2.3,24.6
Dirk Nowitzki,10,39.4,26.8,8.8,17.0,51.8,0.6,2.1,28.6,8.6,9.3,92.5,1.2,8.9,10.1,3.1,0.9,0.8,2.3,30.5
Brandon Roy,6,39.7,26.7,9.3,20.3,45.9,1.3,2.8,47.1,6.7,7.7,87.0,1.0,3.8,4.8,2.8,1.3,1.2,2.2,22.7
Ben Gordon,7,43.4,24.3,7.4,19.1,38.8,2.4,6.6,37.0,7.0,8.0,87.5,0.4,2.4,2.9,3.0,0.4,0.1,1.1,16.9
Andre Iguodala,6,44.8,21.5,7.3,16.3,44.9,1.8,4.7,39.3,5.0,7.7,65.2,1.0,5.3,6.3,6.7,1.8,0.0,4.0,20.7
Andre Miller,6,43.0,21.2,8.0,16.8,47.5,0.5,1.7,30.0,4.7,5.7,82.4,1.5,4.8,6.3,5.3,1.2,0.2,3.2,21.2
Paul Pierce,14,39.7,21.0,6.8,15.8,43.0,1.4,4.1,33.3,6.1,7.2,84.2,0.3,5.5,5.8,3.1,1.1,0.4,2.4,18.8
Chauncey Billups,16,38.7,20.6,5.6,12.3,45.7,2.8,5.9,46.8,6.6,7.3,90.6,0.3,3.5,3.8,6.8,1.3,0.3,1.9,23.4
Carlos Boozer,5,37.2,20.6,7.6,14.4,52.8,0.0,0.0,0.0,5.4,7.0,77.1,2.4,10.8,13.2,2.2,1.6,0.4,3.0,26.6
Dwight Howard,23,39.3,20.3,7.0,11.7,60.1,0.0,0.1,0.0,6.3,9.9,63.6,4.3,11.0,15.3,1.9,0.9,2.6,2.9,29.8
Deron Williams,5,42.2,20.2,5.8,14.0,41.4,1.8,5.0,36.0,6.8,8.2,82.9,0.8,3.0,3.8,10.8,1.8,0.4,4.2,23.2
Tim Duncan,5,32.8,19.8,8.2,15.4,53.2,0.0,0.0,0.0,3.4,5.6,60.7,2.4,5.6,8.0,3.2,0.6,1.2,1.4,22.0
Derrick Rose,7,44.7,19.7,8.4,17.1,49.2,0.0,0.6,0.0,2.9,3.6,80.0,1.7,4.6,6.3,6.4,0.6,0.7,5.0,19.3
LaMarcus Aldridge,6,39.5,19.5,8.5,17.3,49.0,0.2,0.7,25.0,2.3,3.3,70.0,1.5,6.0,7.5,1.3,0.5,1.7,1.7,19.0
Rashard Lewis,24,41.1,19.0,6.5,14.5,44.8,2.2,5.5,39.4,3.8,4.8,78.4,1.2,5.2,6.4,2.9,1.0,0.5,2.1,18.7
Ray Allen,14,40.4,18.3,5.9,14.7,40.3,2.5,7.1,35.0,3.9,4.1,94.8,0.9,3.0,3.9,2.6,1.1,0.4,1.8,15.5
Pau Gasol,23,40.5,18.3,7.0,12.0,58.0,0.0,0.0,0.0,4.3,6.1,71.4,3.0,7.9,10.8,2.5,0.8,2.0,1.9,25.7
John Salmons,7,44.7,18.1,6.1,15.3,40.2,1.7,5.4,31.6,4.1,4.9,85.3,0.9,3.6,4.4,2.3,1.3,1.0,1.7,15.6
David West,5,35.6,18.0,6.4,16.0,40.0,0.0,0.0,0.0,5.2,5.8,89.7,1.0,6.4,7.4,1.2,1.0,0.4,2.8,15.0
Josh Smith,11,37.3,17.1,6.1,14.5,42.1,0.2,1.4,13.3,4.7,6.5,73.2,2.2,5.3,7.5,2.2,1.1,1.5,1.9,17.4
Rajon Rondo,14,41.2,16.9,6.6,15.9,41.7,0.4,1.7,25.0,3.1,4.8,65.7,2.3,7.4,9.7,9.8,2.5,0.2,2.7,25.4
Aaron Brooks,13,34.2,16.8,5.9,13.1,45.3,2.1,4.9,42.2,2.8,3.5,80.4,0.3,2.3,2.6,3.4,0.4,0.2,2.2,13.3
Chris Paul,5,40.2,16.6,6.0,14.6,41.1,1.0,3.2,31.3,3.6,4.2,85.7,0.8,3.6,4.4,10.4,1.6,0.0,4.8,19.0
Joe Johnson,11,39.0,16.4,6.4,15.3,41.7,1.1,3.2,34.3,2.5,4.1,62.2,1.5,2.9,4.5,3.5,1.3,0.0,2.9,12.3
