Name,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,EFF
Anthony Davis,4,43.0,31.5,11.8,21.8,54.0,0.0,0.5,0.0,8.0,9.0,88.9,2.3,8.8,11.0,2.0,1.3,3.0,3.3,34.5
LeBron James,20,42.2,30.1,11.4,27.2,41.7,1.3,5.5,22.7,6.1,8.4,73.1,1.9,9.5,11.3,8.5,1.7,1.1,4.1,30.3
Stephen Curry,21,39.3,28.3,9.5,20.9,45.6,4.7,11.0,42.2,4.6,5.5,83.5,1.0,4.0,5.0,6.4,1.9,0.1,3.9,25.5
James Harden,17,37.4,27.2,7.6,17.3,43.9,2.4,6.3,38.3,9.6,10.5,91.6,0.7,5.0,5.7,7.5,1.6,0.4,4.5,27.4
Monta Ellis,5,39.4,26.0,10.4,22.2,46.8,2.2,6.0,36.7,3.0,4.0,75.0,0.8,2.4,3.2,5.2,2.0,0.6,3.2,21.0
Blake Griffin,14,39.8,25.5,10.0,19.6,51.1,0.1,0.5,14.3,5.4,7.6,71.7,2.7,10.0,12.7,6.1,1.0,1.0,3.2,31.4
Bradley Beal,10,41.8,23.4,8.1,20.0,40.5,2.3,6.3,36.5,4.9,5.9,83.1,1.4,4.1,5.5,4.6,1.6,0.7,2.6,20.3
Jimmy Butler,12,42.2,22.9,7.8,17.8,44.1,2.3,6.0,38.9,4.9,6.0,81.9,1.5,4.1,5.6,3.2,2.4,0.8,1.8,22.1
Chris Paul,12,37.1,22.1,7.9,15.8,50.3,2.3,5.4,41.5,4.0,4.3,94.1,0.6,3.8,4.4,8.8,1.8,0.3,2.2,27.1
LaMarcus Aldridge,5,41.6,21.8,7.4,22.4,33.0,0.6,2.2,27.3,6.4,7.2,88.9,4.2,7.0,11.2,1.8,0.4,2.4,1.6,20.2
Damian Lillard,5,40.2,21.6,7.8,19.2,40.6,1.0,6.2,16.1,5.0,6.4,78.1,0.4,3.6,4.0,4.6,0.4,0.6,2.4,16.0
Dirk Nowitzki,5,36.2,21.2,7.6,16.8,45.2,0.8,3.4,23.5,5.2,5.6,92.9,0.8,9.6,10.4,2.4,0.4,0.4,2.0,23.2
Derrick Rose,12,37.8,20.3,7.8,19.6,39.6,1.9,5.5,34.8,2.9,3.3,89.7,1.1,3.8,4.8,6.5,1.2,0.5,3.2,18.0
Kawhi Leonard,7,35.7,20.3,7.4,15.6,47.7,1.6,3.7,42.3,3.9,5.0,77.1,1.9,5.6,7.4,2.6,1.1,0.6,2.1,20.6
DeMar DeRozan,4,39.8,20.3,8.0,20.0,40.0,0.8,2.0,37.5,3.5,4.3,82.4,1.3,5.0,6.3,5.8,1.5,0.0,2.5,18.5
Brook Lopez,6,39.0,19.8,7.2,14.5,49.4,0.0,0.0,0.0,5.5,6.7,82.5,3.3,5.7,9.0,0.8,0.7,2.2,1.0,23.0
Marc Gasol,11,37.8,19.7,6.5,16.4,39.4,0.0,0.2,0.0,6.8,8.0,85.2,1.7,8.5,10.3,4.5,0.9,1.7,1.5,24.5
Klay Thompson,21,36.2,18.6,7.1,15.9,44.6,2.7,7.0,39.0,1.7,2.1,80.0,0.4,3.4,3.9,2.6,0.8,0.9,2.0,15.5
Eric Gordon,4,35.8,18.5,7.0,15.8,44.4,3.3,8.0,40.6,1.3,1.5,83.3,0.5,1.8,2.3,3.8,0.5,0.5,2.5,14.0
Tim Duncan,7,35.7,17.9,7.6,12.9,58.9,0.0,0.1,0.0,2.7,4.9,55.9,2.7,8.4,11.1,3.3,1.3,1.4,1.0,26.6
Isaiah Thomas,4,29.8,17.5,4.5,13.5,33.3,0.8,4.5,16.7,7.8,8.0,96.9,0.3,2.8,3.0,7.0,0.8,0.0,3.5,15.5
CJ McCollum,5,33.2,17.0,6.4,13.4,47.8,2.2,4.6,47.8,2.0,2.6,76.9,0.2,3.8,4.0,0.4,1.2,0.2,1.2,14.0
Jeff Teague,16,33.1,16.8,6.1,14.9,41.0,1.3,4.1,32.3,3.3,3.8,86.7,0.6,2.6,3.2,6.7,1.5,0.4,2.7,16.6
Joe Johnson,6,41.5,16.5,5.7,15.7,36.2,2.0,6.8,29.3,3.2,4.0,79.2,0.8,6.8,7.7,4.8,1.2,0.0,0.8,18.5
Dwight Howard,17,33.8,16.4,6.2,10.7,57.7,0.0,0.0,0.0,4.0,9.7,41.2,3.6,10.4,14.0,1.2,1.4,2.3,2.2,22.8
Khris Middleton,6,38.7,15.8,5.8,15.3,38.0,1.8,5.7,32.4,2.3,2.5,93.3,1.2,2.5,3.7,2.0,2.3,0.5,1.7,13.0
