Name,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,EFF
Kevin Durant,19,42.9,29.6,10.2,22.2,46.0,2.3,6.6,34.4,6.9,8.6,81.0,1.3,7.6,8.9,3.9,1.0,1.3,3.8,27.4
LeBron James,20,38.2,27.4,9.6,17.0,56.5,1.8,4.3,40.7,6.5,8.0,80.6,0.7,6.4,7.1,4.8,1.8,0.6,3.1,29.6
James Harden,6,43.8,26.8,8.3,22.2,37.6,2.7,9.0,29.6,7.5,8.3,90.0,0.8,3.8,4.7,5.8,2.0,0.2,3.5,21.3
Russell Westbrook,19,38.7,26.7,8.8,20.9,42.0,1.5,5.3,28.0,7.6,8.6,88.4,2.4,4.9,7.3,8.1,2.2,0.3,4.4,26.9
LaMarcus Aldridge,11,40.1,26.2,10.3,22.7,45.2,0.2,0.3,66.7,5.5,6.8,80.0,2.7,7.9,10.6,1.5,0.6,1.6,1.7,25.0
Dwight Howard,6,38.5,26.0,9.7,17.7,54.7,0.0,0.0,0.0,6.7,10.7,62.5,4.5,9.2,13.7,1.8,0.7,2.8,3.2,29.8
DeMar DeRozan,7,40.3,23.9,6.4,16.7,38.5,0.9,2.6,33.3,10.1,11.3,89.9,0.4,3.7,4.1,3.6,1.1,0.3,2.6,19.0
Blake Griffin,13,36.8,23.5,9.0,18.0,50.0,0.1,0.5,14.3,5.5,7.4,74.0,2.7,4.7,7.4,3.8,1.2,1.1,2.4,23.8
Stephen Curry,7,42.3,23.0,7.3,16.6,44.0,3.1,8.1,38.6,5.3,6.0,88.1,0.6,3.0,3.6,8.4,1.7,0.1,3.7,23.1
Damian Lillard,11,42.4,22.9,7.5,17.2,43.9,2.5,6.4,38.6,5.4,6.0,89.4,1.1,4.0,5.1,6.5,1.0,0.1,2.7,22.6
Paul George,19,41.1,22.6,7.3,16.6,43.8,2.7,6.8,40.3,5.3,6.7,78.9,0.7,6.9,7.6,3.8,2.2,0.4,2.6,23.3
Joe Johnson,12,39.1,21.2,8.2,15.3,53.3,1.8,4.4,41.5,3.0,3.6,83.7,0.8,3.1,3.8,2.9,0.5,0.3,1.6,19.3
Kyle Lowry,7,38.7,21.1,6.3,15.6,40.4,2.4,6.1,39.5,6.1,7.0,87.8,1.3,3.4,4.7,4.7,0.9,0.0,2.9,18.4
Monta Ellis,7,35.6,20.4,7.4,18.1,40.9,1.7,4.9,35.3,3.9,4.4,87.1,0.9,1.6,2.4,2.9,1.3,0.1,2.1,13.7
Chris Paul,13,36.3,19.8,7.1,15.2,46.7,2.5,5.4,45.7,3.2,4.1,77.4,0.9,3.3,4.2,10.3,2.8,0.0,3.0,25.2
Kemba Walker,4,38.3,19.5,6.5,13.8,47.3,3.0,6.0,50.0,3.5,4.5,77.8,0.3,3.5,3.8,6.0,2.0,0.8,3.8,20.0
Paul Millsap,7,38.1,19.4,5.9,14.7,39.8,1.3,3.9,33.3,6.4,8.0,80.4,3.0,7.9,10.9,2.9,1.4,1.9,2.9,23.1
Chandler Parsons,6,41.7,19.3,7.7,17.5,43.8,2.2,6.0,36.1,1.8,2.5,73.3,1.0,5.8,6.8,2.3,0.7,0.3,0.8,18.2
Jeff Teague,7,34.6,19.3,6.3,16.0,39.3,1.3,3.9,33.3,5.4,5.7,95.0,0.7,3.0,3.7,5.0,1.0,0.6,3.0,16.6
Bradley Beal,11,41.6,19.2,6.8,16.1,42.4,2.0,4.8,41.5,3.5,4.5,79.6,1.4,3.6,5.0,4.5,1.6,0.6,2.1,18.7
Dirk Nowitzki,7,37.6,19.1,7.7,18.0,42.9,0.1,1.7,8.3,3.6,4.4,80.6,0.7,7.3,8.0,1.6,0.9,0.9,2.1,17.1
Al Jefferson,3,35.3,18.7,8.7,17.7,49.1,0.0,0.0,0.0,1.3,1.7,80.0,2.0,7.3,9.3,0.7,0.3,1.7,0.3,21.0
Taj Gibson,5,30.8,18.2,6.4,11.4,56.1,0.0,0.0,0.0,5.4,7.2,75.0,4.2,2.0,6.2,0.4,0.4,2.4,1.6,19.2
Zach Randolph,6,39.0,18.2,7.0,17.3,40.4,0.0,0.2,0.0,4.2,6.8,61.0,2.8,5.8,8.7,2.3,0.8,0.2,1.7,15.5
Dwyane Wade,20,34.7,17.8,7.0,13.9,50.0,0.5,1.2,37.5,3.5,4.5,76.7,0.8,3.1,3.9,3.9,1.5,0.3,2.7,16.6
Tony Parker,23,31.3,17.4,7.3,15.0,48.6,0.6,1.5,37.1,2.2,3.0,72.9,0.2,1.7,2.0,4.8,0.7,0.1,2.7,13.7
Marc Gasol,7,42.7,17.3,6.7,16.6,40.5,0.0,0.1,0.0,3.9,4.9,79.4,1.9,5.9,7.7,4.4,1.7,0.9,1.7,19.4
Klay Thompson,7,36.7,16.4,5.7,14.0,40.8,2.3,6.3,36.4,2.7,3.4,79.2,0.6,2.9,3.4,3.6,1.0,0.7,2.1,14.0
John Wall,11,38.2,16.3,5.5,14.9,36.6,0.6,2.9,21.9,4.7,6.2,76.5,0.5,3.5,4.0,7.1,1.6,0.7,3.3,15.5
Tim Duncan,23,32.7,16.3,6.5,12.4,52.3,0.0,0.1,0.0,3.3,4.3,76.0,2.8,6.3,9.2,2.0,0.3,1.3,1.1,20.9
Mike Conley,7,38.1,15.9,6.3,14.6,43.1,0.4,3.9,11.1,2.9,3.7,76.9,0.7,3.9,4.6,7.9,2.0,0.1,2.1,19.1
Jamal Crawford,13,24.1,15.5,5.2,13.2,39.8,2.1,6.1,34.2,3.0,3.4,88.6,0.4,1.1,1.5,2.0,0.9,0.2,1.2,10.6
Nicolas Batum,11,41.7,15.2,6.1,12.9,47.2,1.9,5.5,35.0,1.1,1.4,80.0,0.9,6.7,7.6,4.8,1.4,0.5,2.5,19.8
David West,19,36.2,15.1,6.4,12.9,49.4,0.1,0.5,20.0,2.3,3.2,70.5,1.3,5.5,6.7,3.9,0.7,0.8,2.3,17.6
Chris Bosh,20,34.3,14.9,5.8,11.5,50.7,1.5,3.7,40.5,1.8,2.4,75.0,1.2,4.4,5.6,1.1,0.9,1.0,0.7,16.5
Wesley Matthews,11,38.7,14.5,5.1,12.4,41.2,2.0,6.2,32.4,2.4,2.9,81.3,0.6,3.3,3.9,1.3,1.3,0.5,2.0,11.6
Deron Williams,12,35.7,14.5,5.0,12.7,39.5,1.5,4.4,34.0,3.0,3.8,80.0,0.6,2.6,3.2,5.8,1.1,0.2,2.3,14.1
Manu Ginobili,23,25.5,14.3,4.5,10.3,43.9,1.8,4.6,39.0,3.5,4.1,86.2,0.4,2.9,3.3,4.1,1.6,0.1,2.3,14.8
Kawhi Leonard,23,32.0,14.3,5.3,10.4,51.0,1.3,3.2,41.9,2.3,3.1,73.6,1.3,5.4,6.7,1.7,1.7,0.6,1.3,17.8
David Lee,7,31.0,13.9,5.9,11.0,53.2,0.0,0.0,0.0,2.1,2.7,78.9,3.4,5.7,9.1,2.6,0.6,0.0,2.4,18.0
Nene,10,32.5,13.7,6.4,13.8,46.4,0.0,0.0,0.0,0.9,2.6,34.6,0.8,4.5,5.3,2.6,0.9,1.1,1.7,12.8
Paul Pierce,12,30.7,13.7,5.0,10.8,46.5,1.6,4.4,35.8,2.1,2.7,78.1,0.3,4.2,4.5,2.0,1.2,0.3,1.7,13.7
Trevor Ariza,11,37.0,13.6,4.7,9.8,48.1,2.3,5.1,44.6,1.9,2.5,77.8,1.9,7.0,8.9,1.7,1.5,0.4,1.3,19.3
Lance Stephenson,19,37.1,13.6,5.3,11.6,45.5,1.3,3.5,35.8,1.8,2.6,71.4,1.3,5.6,6.9,4.2,0.8,0.2,2.4,16.3
Jimmy Butler,5,43.6,13.6,4.4,11.4,38.6,1.2,4.0,30.0,3.6,4.6,78.3,1.2,4.0,5.2,2.2,1.2,0.0,0.6,13.6
Kyle Korver,7,35.7,13.4,4.3,9.4,45.5,3.3,7.7,42.6,1.6,1.7,91.7,0.3,5.0,5.3,0.7,0.6,0.3,1.6,13.4
JJ Redick,13,27.0,13.3,4.7,10.2,45.9,2.0,5.0,40.0,1.9,2.0,96.2,0.3,1.4,1.7,1.5,0.8,0.0,1.0,10.7
D.J. Augustin,5,28.2,13.2,4.2,14.4,29.2,1.4,5.2,26.9,3.4,3.8,89.5,0.8,0.8,1.6,4.8,0.6,0.0,1.8,7.8
Mike Dunleavy,5,32.6,13.2,5.0,10.6,47.2,2.4,5.2,46.2,0.8,1.2,66.7,1.0,2.6,3.6,2.4,0.6,0.2,1.0,13.0
Andre Iguodala,7,35.4,13.1,4.6,8.9,51.6,1.1,2.1,53.3,2.9,4.7,60.6,0.7,4.0,4.7,4.4,1.3,0.3,3.0,14.7
Marcin Gortat,11,34.7,13.0,5.3,10.7,49.2,0.0,0.0,0.0,2.5,3.7,65.9,3.3,6.6,9.9,1.5,0.5,1.3,1.8,17.5
Vince Carter,7,27.1,12.6,4.4,9.7,45.6,2.1,4.4,48.4,1.6,2.0,78.6,1.0,2.6,3.6,2.4,0.4,0.3,0.9,12.7
Tony Allen,7,32.9,12.3,5.0,10.3,48.6,0.0,1.0,0.0,2.3,3.0,76.2,3.3,4.4,7.7,1.4,1.7,0.1,1.7,15.6
George Hill,19,36.2,12.1,4.2,9.4,44.4,1.5,4.1,36.4,2.3,3.2,72.1,0.7,3.1,3.8,3.0,1.2,0.2,1.5,12.7
Serge Ibaka,17,34.2,12.1,5.1,8.6,59.2,0.3,0.8,38.5,1.5,2.0,76.5,1.8,5.0,6.8,0.7,0.6,2.5,1.2,17.5
Draymond Green,7,32.6,11.9,4.0,8.6,46.7,1.1,4.1,27.6,2.7,3.4,79.2,2.6,5.7,8.3,2.9,1.7,1.7,2.4,18.7
Josh McRoberts,4,38.5,11.5,3.8,8.3,45.5,2.0,4.3,47.1,2.0,2.5,80.0,0.3,6.5,6.8,3.8,1.0,0.3,1.5,16.8
Devin Harris,7,25.1,11.4,4.4,9.4,47.0,1.6,3.6,44.0,1.0,1.1,87.5,0.1,2.3,2.4,3.9,0.3,0.3,1.6,11.6
Jeremy Lin,6,29.5,11.3,4.2,10.2,41.0,0.8,3.8,21.7,2.2,2.7,81.3,1.2,2.5,3.7,4.3,0.5,0.2,2.2,11.3
Gary Neal,4,26.0,11.3,4.5,12.8,35.3,1.0,4.5,22.2,1.3,1.8,71.4,0.8,1.3,2.0,1.0,0.0,0.0,2.0,3.5
Reggie Jackson,19,27.9,11.1,3.9,8.5,46.6,1.1,2.8,39.6,2.1,2.3,88.6,0.7,3.1,3.8,2.4,0.3,0.2,2.0,10.9
Amir Johnson,7,27.3,11.0,4.9,7.4,65.4,0.0,0.3,0.0,1.3,1.7,75.0,2.3,3.7,6.0,1.0,0.4,0.6,1.7,14.3
Kirk Hinrich,5,33.4,11.0,4.6,11.2,41.1,1.4,3.8,36.8,0.4,0.8,50.0,0.2,2.8,3.0,4.4,0.8,0.2,2.2,10.2
Jonas Valanciunas,7,28.6,10.9,4.4,7.0,63.3,0.0,0.0,0.0,2.0,3.1,63.6,2.7,7.0,9.7,0.3,0.0,1.0,2.7,15.4
Patrick Patterson,7,28.4,10.4,3.7,6.9,54.2,1.0,2.6,38.9,2.0,2.6,77.8,1.7,5.0,6.7,1.3,0.4,0.4,0.9,14.7
Joakim Noah,5,42.0,10.4,4.2,8.2,51.2,0.0,0.0,0.0,2.0,3.4,58.8,3.0,9.8,12.8,4.6,1.0,1.4,3.8,21.0
Jose Calderon,7,27.3,10.3,4.3,9.3,46.2,1.6,3.3,47.8,0.1,0.1,100,0.3,1.0,1.3,4.4,0.1,0.0,1.0,10.1
Greivis Vasquez,7,27.1,10.1,3.9,9.1,42.2,1.4,3.9,37.0,1.0,1.3,77.8,0.4,3.3,3.7,5.1,0.6,0.1,1.4,12.7
Courtney Lee,7,32.0,10.0,3.6,8.6,41.7,0.9,2.7,31.6,2.0,2.6,77.8,0.4,1.6,2.0,1.6,0.7,0.3,0.9,8.1
Robin Lopez,11,33.4,10.0,3.9,8.0,48.9,0.0,0.0,0.0,2.2,3.3,66.7,4.3,4.9,9.2,0.8,0.5,1.8,1.0,16.1
Gerald Henderson,4,29.8,9.8,3.5,9.3,37.8,0.0,2.3,0.0,2.8,4.3,64.7,0.3,3.8,4.0,2.3,1.0,0.3,1.5,8.5
Shaun Livingston,12,27.1,9.7,3.7,7.2,51.2,0.1,0.1,100,2.3,3.1,73.0,0.7,2.8,3.5,3.3,0.4,0.4,1.8,11.2
DeAndre Jordan,13,34.0,9.6,3.5,4.8,73.0,0.0,0.0,0.0,2.5,5.8,43.4,3.3,9.2,12.5,0.8,0.9,2.5,1.8,20.0
Carlos Boozer,5,24.2,9.6,4.0,9.4,42.6,0.0,0.0,0.0,1.6,1.8,88.9,1.6,6.2,7.8,1.0,0.2,0.0,1.4,11.6
Chris Douglas-Roberts,4,17.5,9.5,2.8,4.0,68.8,1.0,2.0,50.0,3.0,3.5,85.7,0.5,1.5,2.0,0.5,0.0,0.0,1.0,9.3
Mike Scott,7,20.9,9.4,3.3,9.0,36.5,1.4,4.4,32.3,1.4,2.0,71.4,0.4,2.1,2.6,0.4,0.1,0.0,0.3,6.0
Matt Barnes,13,31.1,9.4,3.5,8.2,42.1,1.5,4.6,31.7,1.0,1.5,68.4,1.7,2.8,4.5,1.8,0.9,0.2,1.3,10.2
Roy Hibbert,19,28.5,9.3,3.5,7.7,44.9,0.0,0.1,0.0,2.3,3.0,77.2,2.3,3.2,5.5,0.9,0.2,1.4,1.3,10.9
Danny Green,23,23.0,9.3,3.4,6.9,49.1,2.1,4.4,47.5,0.4,0.5,81.8,0.4,2.6,3.0,0.9,1.4,0.7,0.9,10.8
Ray Allen,20,26.4,9.3,3.0,7.2,41.3,1.7,4.3,38.8,1.7,1.9,91.9,0.7,2.7,3.4,1.6,0.7,0.2,1.2,9.6
Boris Diaw,23,26.3,9.2,3.5,7.0,50.0,0.8,2.0,40.0,1.4,2.1,68.8,1.1,3.7,4.8,3.4,0.6,0.1,1.3,12.7
DeMarre Carroll,7,35.1,8.9,3.3,7.0,46.9,1.3,3.1,40.9,1.0,1.6,63.6,1.7,3.1,4.9,1.6,0.7,0.4,1.1,11.0
Patrick Beverley,6,33.7,8.7,3.2,8.3,38.0,1.2,3.7,31.8,1.2,1.7,70.0,2.2,2.0,4.2,1.8,0.5,0.3,0.7,9.2
Michael Kidd-Gilchrist,4,22.8,8.5,3.5,6.8,51.9,0.0,0.3,0.0,1.5,2.5,60.0,2.0,4.5,6.5,1.5,0.0,0.5,2.0,10.8
Darren Collison,13,19.2,8.5,2.7,6.9,38.9,0.1,0.9,8.3,3.0,3.5,86.7,0.8,1.3,2.1,2.4,0.5,0.1,0.9,7.8
Shawn Marion,7,27.6,8.4,3.4,8.4,40.7,0.6,2.6,22.2,1.0,1.6,63.6,2.0,3.3,5.3,1.9,0.9,0.1,0.7,10.3
Lou Williams,7,19.0,8.3,2.7,7.1,38.0,0.7,2.3,31.3,2.1,2.3,93.8,0.0,2.3,2.3,1.1,1.0,0.1,1.9,6.4
Mirza Teletovic,12,18.3,8.3,3.0,6.8,43.9,1.6,4.7,33.9,0.7,1.0,66.7,1.3,2.1,3.3,0.3,0.4,0.2,0.4,7.8
Shelvin Mack,7,16.9,8.1,2.7,6.7,40.4,1.4,3.9,37.0,1.3,1.7,75.0,0.4,1.4,1.9,3.6,0.6,0.0,0.9,8.9
Beno Udrih,7,16.4,7.9,3.0,6.4,46.7,0.6,1.7,33.3,1.3,1.9,69.2,0.3,1.4,1.7,1.7,0.4,0.0,1.3,6.4
Harrison Barnes,7,22.3,7.9,2.7,6.9,39.6,1.1,3.0,38.1,1.3,2.3,56.3,1.0,3.0,4.0,1.1,0.1,0.4,0.7,7.7
Troy Daniels,4,17.0,7.8,2.3,4.3,52.9,2.0,3.8,53.3,1.3,1.3,100,0.8,1.5,2.3,0.3,0.5,0.0,0.5,8.3
Terrence Jones,6,23.0,7.7,3.3,6.5,51.3,0.0,0.2,0.0,1.0,2.0,50.0,2.8,3.3,6.2,1.3,0.8,0.5,0.3,12.0
Tiago Splitter,23,22.4,7.5,2.7,4.3,61.0,0.0,0.0,0.0,2.2,3.1,71.8,2.0,4.1,6.1,2.0,0.7,0.5,0.8,13.4
Mo Williams,8,23.4,7.4,2.8,7.4,37.3,0.6,2.6,23.8,1.3,1.4,90.9,0.3,1.3,1.5,1.9,0.4,0.0,1.8,4.6
Patty Mills,23,15.3,7.3,2.7,6.1,44.7,1.4,3.4,40.5,0.4,0.6,76.9,0.1,1.4,1.5,1.4,0.7,0.0,0.6,6.9
Mike Miller,7,24.7,7.3,2.1,6.0,35.7,2.0,4.1,48.3,1.0,1.3,77.8,0.3,3.4,3.7,1.3,0.9,0.0,0.7,8.3
Kevin Garnett,12,20.8,6.9,2.8,5.3,52.4,0.0,0.2,0.0,1.4,1.9,73.9,1.6,4.8,6.3,1.3,0.8,0.4,1.1,11.7
DeJuan Blair,6,13.5,6.7,2.7,4.5,59.3,0.0,0.0,0.0,1.3,2.2,61.5,2.3,3.8,6.2,0.2,2.0,0.0,0.8,11.5
Will Barton,7,11.6,6.4,2.4,4.9,50.0,0.9,1.6,54.5,0.7,0.9,83.3,0.7,1.0,1.7,0.4,0.1,0.3,0.9,5.6
Andray Blatche,12,14.3,6.4,2.2,4.8,44.8,0.0,0.2,0.0,2.1,2.5,83.3,2.1,2.9,5.0,0.3,0.5,0.2,0.8,8.5
Mario Chalmers,20,26.8,6.4,2.4,5.6,42.3,0.8,2.2,34.9,1.0,1.3,76.0,0.1,2.2,2.3,3.6,1.0,0.3,1.5,8.6
Marreese Speights,7,9.7,6.3,2.7,5.1,52.8,0.0,0.0,0.0,0.9,1.7,50.0,1.3,1.9,3.1,0.4,0.3,0.6,0.3,7.1
Caron Butler,18,23.3,6.3,1.9,6.0,32.4,1.2,3.3,35.6,1.2,1.6,78.6,0.6,2.6,3.2,0.8,0.3,0.1,0.6,5.7
Jordan Crawford,6,9.5,6.2,2.0,5.5,36.4,0.3,1.2,28.6,1.8,2.3,78.6,0.7,0.8,1.5,0.3,0.2,0.0,0.8,3.3
Luis Scola,18,13.5,6.1,2.7,5.8,45.7,0.1,0.2,33.3,0.7,1.2,59.1,0.6,1.7,2.3,0.5,0.3,0.2,0.4,5.4
Jermaine O'Neal,7,12.0,6.0,2.6,4.6,56.3,0.0,0.0,0.0,0.9,1.1,75.0,1.7,1.7,3.4,0.1,0.1,0.4,0.6,7.3
Alan Anderson,12,21.8,5.9,2.1,5.2,40.3,0.8,2.6,29.0,1.0,1.5,66.7,0.8,1.8,2.7,1.3,0.8,0.0,0.8,6.3
Marcus Thornton,10,12.4,5.9,2.1,5.4,38.9,0.5,2.1,23.8,1.2,1.8,66.7,0.7,1.2,1.9,0.1,0.2,0.1,0.2,4.1
Omer Asik,6,27.2,5.8,2.7,5.5,48.5,0.0,0.0,0.0,0.5,0.5,100,3.5,4.7,8.2,0.7,0.5,0.7,1.8,11.2
C.J. Watson,19,18.0,5.6,1.9,4.7,41.1,0.8,2.1,40.0,0.9,1.5,60.7,0.2,1.9,2.1,0.9,0.8,0.1,0.7,5.5
Brandan Wright,6,15.0,5.5,2.5,3.0,83.3,0.0,0.0,0.0,0.5,1.0,50.0,0.8,1.2,2.0,1.3,0.3,1.0,0.3,8.8
Marco Belinelli,23,15.5,5.4,1.9,4.3,44.4,0.7,1.7,42.1,0.9,1.0,95.5,0.2,2.1,2.3,0.8,0.1,0.0,0.5,5.7
Rashard Lewis,18,17.7,5.3,1.9,4.7,41.2,1.2,3.3,37.3,0.2,0.2,75.0,0.2,1.8,2.1,0.3,0.4,0.3,0.3,5.2
Chris Andersen,18,17.6,5.1,1.8,3.2,57.9,0.0,0.1,0.0,1.4,2.1,68.4,1.4,4.5,5.9,0.3,0.3,1.0,0.5,10.1
Terrence Ross,7,22.6,5.0,2.0,6.7,29.8,0.6,3.4,16.7,0.4,0.7,60.0,0.1,1.9,2.0,0.3,0.9,0.4,1.1,2.4
Norris Cole,20,20.2,4.6,1.6,3.9,41.0,0.8,2.0,37.5,0.7,0.8,86.7,0.1,1.1,1.1,1.8,0.5,0.1,1.0,4.7
Samuel Dalembert,7,19.3,4.6,1.6,3.4,45.8,0.0,0.0,0.0,1.4,2.1,66.7,3.3,5.1,8.4,0.0,0.3,1.4,0.6,11.6
Andre Miller,11,9.8,4.0,1.7,3.7,46.3,0.1,0.3,33.3,0.5,0.8,55.6,0.2,0.8,1.0,0.8,0.3,0.0,0.7,3.0
Steven Adams,18,18.4,3.9,1.7,2.5,68.9,0.0,0.0,0.0,0.4,1.3,34.8,1.2,2.9,4.1,0.2,0.1,1.3,0.6,7.4
Glen Davis,13,12.2,3.8,1.9,3.2,61.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,1.7,2.8,0.7,0.2,0.2,0.5,6.0
Derek Fisher,19,15.7,3.8,1.2,3.8,31.5,0.6,2.2,29.3,0.8,0.8,100,0.3,1.4,1.7,0.8,0.7,0.0,0.3,4.2
Martell Webster,11,17.7,3.8,1.4,3.7,36.6,0.5,2.4,23.1,0.5,0.8,66.7,0.4,1.9,2.3,0.5,0.4,0.5,0.4,4.4
Thabo Sefolosha,15,15.7,3.7,1.5,3.7,41.8,0.4,1.5,26.1,0.3,0.3,80.0,0.5,1.6,2.1,0.7,0.7,0.0,0.5,4.5
Dorell Wright,8,11.0,3.6,0.9,2.4,36.8,0.5,1.5,33.3,1.4,1.9,73.3,0.3,1.8,2.0,0.4,0.4,1.1,0.6,4.9
James Jones,15,8.4,3.5,1.2,2.7,45.0,1.0,2.1,46.9,0.1,0.2,66.7,0.2,0.5,0.7,0.3,0.2,0.1,0.0,3.4
Drew Gooden,10,14.6,3.4,1.4,3.8,36.8,0.0,0.4,0.0,0.6,0.8,75.0,2.0,2.2,4.2,0.4,0.3,0.4,0.4,5.7
Trevor Booker,9,16.2,3.3,1.4,3.2,44.8,0.0,0.2,0.0,0.4,0.7,66.7,1.8,2.6,4.3,0.9,0.2,1.0,0.3,7.4
Kendrick Perkins,19,20.2,3.2,1.3,2.4,53.3,0.0,0.0,0.0,0.6,0.8,80.0,1.7,3.6,5.4,0.7,0.2,0.3,1.3,7.2
Pero Antic,7,24.3,3.1,1.0,6.0,16.7,0.4,3.6,12.0,0.7,1.1,62.5,1.4,2.4,3.9,0.7,0.7,0.4,1.1,2.3
Tayshaun Prince,7,16.1,3.0,1.4,3.7,38.5,0.1,0.6,25.0,0.0,0.0,0.0,0.6,0.9,1.4,0.9,0.1,0.0,0.1,3.0
Thomas Robinson,11,11.1,2.9,1.2,2.8,41.9,0.0,0.0,0.0,0.5,0.6,85.7,0.9,1.6,2.5,0.5,0.5,0.5,0.5,4.7
Cory Joseph,17,5.1,2.8,1.0,2.1,48.6,0.0,0.2,0.0,0.8,1.1,77.8,0.1,0.5,0.5,0.5,0.2,0.0,0.2,2.5
Jae Crowder,7,11.6,2.7,1.1,2.6,44.4,0.4,1.0,42.9,0.0,0.0,0.0,0.6,1.1,1.7,0.3,0.3,0.1,0.4,3.3
