Name,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,EFF
Michael Jordan,17,40.5,31.1,11.6,22.1,52.4,0.6,1.5,38.5,7.4,8.7,84.5,1.1,5.3,6.4,8.4,2.4,1.4,2.5,35.1
Karl Malone,9,42.6,29.7,10.6,23.2,45.5,0.0,0.9,0.0,8.6,10.1,84.6,2.6,10.8,13.3,3.2,1.0,1.2,2.9,31.3
Chuck Person,5,38.4,26.0,9.6,18.0,53.3,3.4,6.2,54.8,3.4,4.2,81.0,0.6,5.0,5.6,3.2,1.0,0.0,2.4,24.2
David Robinson,4,41.5,25.8,8.8,12.8,68.6,0.0,0.3,0.0,8.3,9.5,86.8,2.8,10.8,13.5,2.0,1.5,3.8,3.8,37.5
Tim Hardaway,9,44.0,25.2,10.0,20.6,48.6,1.9,5.3,35.4,3.3,4.2,78.9,0.6,3.1,3.7,11.2,3.1,0.8,2.8,29.8
Charles Barkley,8,40.8,24.9,9.3,15.6,59.2,0.3,2.5,10.0,6.1,9.4,65.3,3.9,6.6,10.5,6.0,1.9,0.4,3.1,30.9
Eddie Johnson,5,34.2,24.0,9.2,17.8,51.7,0.8,3.0,26.7,4.8,5.8,82.8,2.4,1.8,4.2,1.4,1.4,0.2,1.6,20.0
Chris Mullin,8,45.8,23.8,8.6,16.4,52.7,1.1,1.6,69.2,5.4,6.3,86.0,1.1,6.1,7.3,2.9,1.9,1.5,3.1,25.5
Alvin Robertson,3,39.3,23.7,9.7,16.3,59.2,1.0,3.0,33.3,3.3,4.3,76.9,2.3,3.7,6.0,5.0,2.7,0.0,3.3,26.3
Reggie Lewis,11,42.0,22.4,8.6,17.7,48.7,0.0,0.4,0.0,5.1,6.2,82.4,1.6,4.5,6.2,2.9,1.1,0.5,1.8,21.1
Mitch Richmond,9,41.3,22.3,9.4,18.8,50.3,0.9,2.7,33.3,2.6,2.7,95.8,1.1,4.1,5.2,2.4,0.6,0.7,1.9,19.9
Hakeem Olajuwon,3,43.0,22.0,8.7,15.0,57.8,0.0,0.3,0.0,4.7,5.7,82.4,4.0,10.7,14.7,2.0,1.3,2.7,2.7,32.7
Magic Johnson,19,43.3,21.8,6.2,14.1,44.0,1.1,3.7,29.6,8.3,9.4,88.2,1.2,6.9,8.1,12.6,1.2,0.0,4.1,30.7
Clyde Drexler,16,39.6,21.7,8.0,16.8,47.6,0.9,3.5,26.8,4.8,6.1,77.6,2.5,5.6,8.1,8.1,2.1,1.0,3.8,26.9
Scottie Pippen,17,41.4,21.6,8.4,16.6,50.4,0.2,1.0,23.5,4.7,5.9,79.2,2.2,6.7,8.9,5.8,2.5,1.1,3.2,27.2
Reggie Miller,5,38.6,21.6,6.8,14.0,48.6,1.6,3.8,42.1,6.4,7.4,86.5,1.0,2.2,3.2,2.8,1.6,0.4,2.4,19.0
James Worthy,18,40.7,21.1,8.9,19.2,46.5,0.2,1.3,16.7,2.9,4.0,73.6,1.4,2.7,4.1,3.9,1.1,0.1,2.2,16.6
Hersey Hawkins,8,41.1,20.9,5.9,12.6,46.5,1.8,3.3,53.8,7.4,7.9,93.7,1.0,4.8,5.8,3.4,2.5,1.3,2.0,24.5
