Name,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,EFF
Kobe Bryant,12,44.3,32.1,11.4,26.4,43.2,2.1,5.2,40.3,7.2,8.7,82.7,1.3,3.8,5.1,5.2,1.2,0.1,3.5,23.6
Tracy McGrady,7,44.0,31.7,10.6,23.6,44.8,2.3,6.7,34.0,8.3,10.7,77.3,1.4,5.3,6.7,4.7,2.0,0.9,3.7,26.9
Allen Iverson,12,46.4,31.7,11.4,27.4,41.6,1.6,4.6,34.5,7.3,9.8,73.7,0.9,3.4,4.3,7.4,2.4,0.1,3.9,23.4
Paul Pierce,10,44.5,27.1,7.7,19.3,39.9,1.6,4.5,35.6,10.1,11.7,86.3,1.1,7.9,9.0,6.7,2.1,0.8,4.4,28.1
Kevin Garnett,6,44.2,27.0,11.8,23.0,51.4,0.5,1.5,33.3,2.8,4.7,60.7,1.8,13.8,15.7,5.2,1.7,1.7,3.0,35.2
Shaquille O'Neal,12,40.1,27.0,10.1,18.8,53.5,0.0,0.0,0.0,6.8,11.0,62.1,5.3,9.6,14.8,3.7,0.6,2.8,2.9,33.1
Dirk Nowitzki,17,42.5,25.3,8.8,18.4,47.9,1.6,3.6,44.3,6.1,6.6,91.2,0.9,10.6,11.5,2.2,1.2,0.9,2.4,28.6
Tim Duncan,24,42.5,24.7,9.1,17.2,52.9,0.0,0.3,0.0,6.5,9.7,67.7,4.0,11.4,15.4,5.3,0.6,3.3,3.2,34.9
Troy Hudson,6,36.8,23.5,7.3,17.7,41.5,2.8,6.5,43.6,6.0,6.3,94.7,0.2,1.8,2.0,5.5,1.3,0.0,2.7,19.0
Peja Stojakovic,12,40.5,23.1,8.1,16.8,48.0,2.7,5.8,45.7,4.3,5.0,85.0,1.4,5.5,6.9,2.5,0.8,0.4,1.0,23.3
Jermaine O'Neal,6,45.3,22.8,7.2,15.3,46.7,0.0,0.5,0.0,8.5,10.8,78.5,4.0,13.5,17.5,0.7,0.5,3.0,3.0,31.0
Richard Hamilton,17,38.8,22.5,7.9,17.8,44.2,0.5,1.6,33.3,6.2,6.9,90.6,1.1,2.8,3.9,2.6,0.8,0.1,3.4,15.9
Stephon Marbury,6,45.3,22.0,8.5,22.7,37.5,0.8,3.7,22.7,4.2,5.5,75.8,1.0,3.0,4.0,5.7,1.2,0.0,3.8,13.5
Jason Kidd,20,42.6,20.1,6.9,17.1,40.2,1.7,5.2,32.7,4.7,5.7,82.5,1.8,5.9,7.7,8.2,1.8,0.2,4.0,22.8
Karl Malone,5,38.2,19.6,6.8,16.8,40.5,0.0,0.2,0.0,6.0,8.2,73.2,1.4,5.4,6.8,4.0,1.6,0.4,4.0,16.2
Nick Van Exel,20,33.6,19.5,7.5,16.3,46.0,2.2,5.6,39.3,2.3,3.2,70.3,0.9,2.5,3.4,4.1,0.6,0.0,2.0,15.9
