Name,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,EFF
Kevin Durant,18,40.3,28.4,9.7,22.6,43.0,1.7,6.1,28.2,7.2,8.1,89.0,0.7,6.4,7.1,3.3,1.0,1.0,3.6,23.4
Paul George,7,39.3,27.3,8.0,17.6,45.5,2.6,6.1,41.9,8.7,9.1,95.3,1.3,6.3,7.6,4.3,2.0,0.7,3.3,28.6
James Harden,5,38.6,26.6,8.2,20.0,41.0,2.6,8.4,31.0,7.6,9.0,84.4,1.4,3.8,5.2,7.6,2.4,0.2,5.2,23.6
Damian Lillard,11,39.7,26.5,8.1,22.0,36.8,3.8,9.7,39.3,6.5,7.1,91.0,1.1,3.2,4.3,6.3,1.3,0.3,3.0,21.0
LeBron James,21,39.1,26.3,10.4,19.9,52.5,1.5,4.5,34.0,3.9,5.9,66.1,2.0,7.5,9.5,7.6,2.3,1.3,3.6,32.0
Russell Westbrook,18,37.4,26.0,8.8,21.8,40.5,1.9,5.8,32.4,6.4,7.8,82.9,2.3,4.6,6.9,11.0,2.6,0.1,4.3,27.9
Kyrie Irving,21,36.9,25.2,9.6,20.1,47.5,2.4,5.5,44.0,3.7,4.2,87.5,0.7,2.2,3.0,4.7,1.7,0.6,2.3,21.8
Stephen Curry,18,34.1,25.1,8.2,18.8,43.8,4.4,11.0,40.4,4.2,4.6,91.6,0.8,4.7,5.5,5.2,1.4,0.3,4.2,22.4
Klay Thompson,24,35.4,24.3,8.4,18.9,44.4,4.1,9.6,42.4,3.4,4.0,85.4,0.6,3.0,3.7,2.3,1.1,0.4,2.0,18.6
Isaiah Thomas,6,36.7,24.2,7.8,19.8,39.5,2.2,7.7,28.3,6.3,7.8,80.9,0.3,2.7,3.0,5.0,0.7,0.8,2.3,17.8
Kemba Walker,7,37.1,22.7,8.0,21.9,36.6,2.0,6.1,32.6,4.7,5.0,94.3,0.4,2.6,3.0,4.0,1.3,0.6,1.7,15.7
Kawhi Leonard,10,33.9,22.5,8.3,16.6,50.0,1.7,3.9,43.6,4.2,5.1,82.4,1.4,4.9,6.3,2.8,2.6,1.4,1.6,24.8
LaMarcus Aldridge,10,33.7,21.9,8.8,16.9,52.1,0.2,0.2,100,4.1,4.6,89.1,2.2,6.1,8.3,1.0,0.4,1.4,1.1,23.3
Dwyane Wade,14,33.8,21.4,8.5,18.1,46.9,0.9,1.6,52.2,3.6,4.6,78.1,0.9,4.8,5.6,4.3,0.8,0.9,2.7,19.7
DeMar DeRozan,20,37.3,20.9,7.9,19.9,39.4,0.2,1.3,15.4,5.0,6.2,81.3,0.7,3.5,4.2,2.7,1.1,0.2,2.3,13.6
CJ McCollum,11,40.2,20.5,7.6,17.9,42.6,1.8,5.3,34.5,3.4,4.2,80.4,0.6,3.0,3.6,3.3,0.9,0.5,1.8,15.8
Dirk Nowitzki,5,34.0,20.4,8.2,16.6,49.4,0.8,2.2,36.4,3.2,3.4,94.1,0.6,4.2,4.8,1.6,0.4,0.6,1.4,17.8
Kyle Lowry,20,38.3,19.1,6.6,16.5,39.7,2.1,6.9,30.4,3.9,5.2,75.0,0.9,3.8,4.7,6.0,1.6,0.2,3.2,17.1
Marcus Morris,4,36.0,17.8,5.5,11.8,46.8,1.8,4.5,38.9,5.0,5.8,87.0,0.5,2.8,3.3,2.5,0.5,0.0,1.3,15.8
Jamal Crawford,6,33.2,17.3,6.5,17.2,37.9,0.7,3.5,19.0,3.7,4.2,88.0,0.3,1.8,2.2,2.2,1.7,0.0,1.5,10.7
